EmployeeID,Employee Name,Period End Date,Pay Frequency,Location,Number of,Description,Hours,Amount
23/04/1985,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,411.27
23/04/1985,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,40.4
30/04/1985,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,30,654.27
30/04/1985,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Sat Casual Ldg,8.5,14.83
30/04/1985,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,669.1
30/04/1985,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-73
30/04/1985,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,596.1
30/04/1985,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,63.56
30/04/1985,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
30/04/1985,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,40,792.31
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,792.31
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-110
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,682.31
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,75.27
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,40,792.31
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,792.31
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-110
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,682.31
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,75.27
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,40,792.31
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,792.31
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-110
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,682.31
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,75.27
19/07/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
19/07/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,28.5,567.73
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,60% Sun Perm Ldg,7.5,89.64
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,657.37
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-71
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,586.37
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,62.45
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,29,591.55
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,60% Sun Perm Ldg,7.5,91.79
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,683.34
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-76
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Reimburse expenses,0,50
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,657.34
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,64.92
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,21,428.36
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Sick Leave,7.5,152.99
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,581.35
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-55
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,526.35
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,55.23
19/07/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
19/07/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
8/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,16,407.97
8/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,407.97
8/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-10
8/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,397.97
15/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,8,203.98
15/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,203.98
15/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,0
15/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,203.98
15/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,58.14
22/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,8.5,216.73
22/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,216.73
22/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,0
22/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,216.73
22/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,20.59
10/01/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,0
10/01/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,0
10/01/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,0
10/01/1983,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
10/01/1983,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,38,771.42
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Long Service Leave,76,1542.84
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,2314.26
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-623
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,1691.26
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,219.85
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,18,374.18
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Annual Leave,20,415.75
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Leave Loading 17.5%,0,72.76
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,862.69
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-135
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,727.69
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,75.04
12/07/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
12/07/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
5/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,58,1222.14
5/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,60% Sun Perm Ldg,7.5,94.82
5/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,1316.96
5/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-142
5/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,1174.96
5/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,125.11
12/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,43,906.07
12/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,906.07
12/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-150
12/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,756.07
12/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,86.08
19/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,40.5,853.4
19/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,853.4
19/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-131
19/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,722.4
19/12/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,81.07
19/12/1983,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
19/12/1983,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,16,318.72
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Annual Leave,7.5,149.4
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Leave Loading 17.5%,0,26.15
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,494.27
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-36
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,458.27
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,44.47
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,20.5,418.17
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Annual Leave,7.5,152.99
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Leave Loading 17.5%,0,26.77
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,597.93
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-58
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,539.93
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,54.26
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,35,713.94
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,713.94
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-83
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,630.94
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,67.82
19/07/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
19/07/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
22/08/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,17,268.66
22/08/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,268.66
22/08/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,0
22/08/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,268.66
5/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,17,268.66
5/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,268.66
5/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,0
5/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,268.66
12/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,7.5,118.53
12/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,118.53
12/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,0
12/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,118.53
19/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,16,252.86
19/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,252.86
19/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,0
19/09/1983,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,252.86
19/09/1983,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
19/09/1983,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
29/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,8.5,173.39
29/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,173.39
29/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,0
29/11/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,173.39
6/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,8.5,173.39
6/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,173.39
6/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,0
6/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,173.39
13/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,25,509.96
13/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,509.96
13/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-39
13/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,470.96
13/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,64.92
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,32,652.75
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,60% Sun Perm Ldg,7.5,91.79
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,744.54
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-94
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,650.54
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,70.73
20/12/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
20/12/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
23/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,32.75,668.04
23/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,668.04
23/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-73
23/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,595.04
23/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,63.46
30/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,33,673.14
30/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,673.14
30/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-74
30/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,599.14
30/08/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,63.95
6/09/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Sick Leave,32,652.75
6/09/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,652.75
6/09/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-70
6/09/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,582.75
6/09/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,62.01
6/09/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
6/09/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,38.5,441.75
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,441.75
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-20
20/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,421.75
27/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,37.5,430.28
27/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Public Holiday - worked,7.5,215.14
27/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,645.42
27/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-68
27/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Reimburse expenses,0,50
27/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,627.42
27/12/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,103.28
27/12/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,Employee Previous Earnings,,
27/12/1982,1W01 - Weekly,ACME Payroll (Registered to AMALGAMATED CO. PTY. LTD.),,,,AMALGAMATED WIDGETS PTY LTD,,
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,30,604.82
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Other Leave - Bereavement,8,161.28
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,766.1
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-101
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,665.1
5/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,57.46
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,42,867.06
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Gross Taxable Total,0,867.06
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Tax (Incl Adjust),0,-136
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Net Pay,0,731.06
12/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Superannuation,0,82.37
19/07/1982,1W01 - Weekly,For Pay End Periods between 1/07/1982 and 25/06/1985,,,,Normal Hours,26,536.75
