EmployeeID,Employee Name,Period End Date,Pay Frequency,Location,Number of,Description,Hours,Amount
"[262,0]","[262,1]","[259,0]",,,,"[263,5]","[263,10]","[263,11]"
"[262,0]","[262,1]","[259,0]",,,,"[264,5]","[264,10]","[264,11]"
"[262,0]","[262,1]","[259,0]",,,,"[265,5]","[265,10]","[265,11]"
"[262,0]","[262,1]","[259,0]",,,,"[266,5]","[266,10]","[266,11]"
"[267,0]","[267,1]","[259,0]",,,,"[268,5]","[268,10]","[268,11]"
"[267,0]","[267,1]","[259,0]",,,,"[269,5]","[269,10]","[269,11]"
"[267,0]","[267,1]","[259,0]",,,,"[270,5]","[270,10]","[270,11]"
"[267,0]","[267,1]","[259,0]",,,,"[271,5]","[271,10]","[271,11]"
"[272,0]","[272,1]","[259,0]",,,,"[273,5]","[273,10]","[273,11]"
"[272,0]","[272,1]","[259,0]",,,,"[274,5]","[274,10]","[274,11]"
"[272,0]","[272,1]","[259,0]",,,,"[275,5]","[275,10]","[275,11]"
"[272,0]","[272,1]","[259,0]",,,,"[276,5]","[276,10]","[276,11]"
"[272,0]","[272,1]","[259,0]",,,,"[277,5]","[277,10]","[277,11]"
"[278,0]","[278,1]","[259,0]",,,,"[279,5]","[279,10]","[279,11]"
"[278,0]","[278,1]","[259,0]",,,,"[280,5]","[280,10]","[280,11]"
"[278,0]","[278,1]","[259,0]",,,,"[281,5]","[281,10]","[281,11]"
"[278,0]","[278,1]","[259,0]",,,,"[282,5]","[282,10]","[282,11]"
"[278,0]","[278,1]","[259,0]",,,,"[283,5]","[283,10]","[283,11]"
"[278,0]","[278,1]","[259,0]",,,,"[284,5]","[284,10]","[284,11]"
"[278,0]","[278,1]","[285,0]",,,,,,
"[278,0]","[278,1]","[285,0]",,,,"[286,5]",,
"[278,0]","[278,1]","[285,0]",,,,"[287,5]",,
"[278,0]","[278,1]","[288,0]",,,,,,"[288,11]"
"[278,0]","[278,1]","[289,0]",,,,,,
"[290,0]","[290,1]","[291,0]",,,,,,
"[294,0]","[294,1]","[291,0]",,,,"[295,5]","[295,10]","[295,11]"
"[294,0]","[294,1]","[291,0]",,,,"[296,5]","[296,10]","[296,11]"
"[294,0]","[294,1]","[291,0]",,,,"[297,5]","[297,10]","[297,11]"
"[294,0]","[294,1]","[291,0]",,,,"[298,5]","[298,10]","[298,11]"
"[294,0]","[294,1]","[291,0]",,,,"[299,5]","[299,10]","[299,11]"
"[300,0]","[300,1]","[291,0]",,,,"[301,5]","[301,10]","[301,11]"
"[300,0]","[300,1]","[291,0]",,,,"[302,5]","[302,10]","[302,11]"
"[300,0]","[300,1]","[291,0]",,,,"[303,5]","[303,10]","[303,11]"
"[300,0]","[300,1]","[291,0]",,,,"[304,5]","[304,10]","[304,11]"
"[300,0]","[300,1]","[291,0]",,,,"[305,5]","[305,10]","[305,11]"
"[306,0]","[306,1]","[291,0]",,,,"[307,5]","[307,10]","[307,11]"
"[306,0]","[306,1]","[291,0]",,,,"[308,5]","[308,10]","[308,11]"
"[306,0]","[306,1]","[291,0]",,,,"[309,5]","[309,10]","[309,11]"
"[306,0]","[306,1]","[291,0]",,,,"[310,5]","[310,10]","[310,11]"
"[306,0]","[306,1]","[291,0]",,,,"[311,5]","[311,10]","[311,11]"
"[306,0]","[306,1]","[312,0]",,,,,,
"[306,0]","[306,1]","[312,0]",,,,"[313,5]",,
"[306,0]","[306,1]","[312,0]",,,,"[314,5]",,
"[306,0]","[306,1]","[315,0]",,,,,,"[315,11]"
"[306,0]","[306,1]","[316,0]",,,,,,
"[317,0]","[317,1]","[318,0]",,,,,,
"[321,0]","[321,1]","[318,0]",,,,"[322,5]","[322,10]","[322,11]"
"[321,0]","[321,1]","[318,0]",,,,"[323,5]","[323,10]","[323,11]"
"[321,0]","[321,1]","[318,0]",,,,"[324,5]","[324,10]","[324,11]"
"[321,0]","[321,1]","[318,0]",,,,"[325,5]","[325,10]","[325,11]"
"[326,0]","[326,1]","[318,0]",,,,"[327,5]","[327,10]","[327,11]"
"[326,0]","[326,1]","[318,0]",,,,"[328,5]","[328,10]","[328,11]"
"[326,0]","[326,1]","[318,0]",,,,"[329,5]","[329,10]","[329,11]"
"[326,0]","[326,1]","[318,0]",,,,"[330,5]","[330,10]","[330,11]"
"[326,0]","[326,1]","[318,0]",,,,"[331,5]","[331,10]","[331,11]"
"[326,0]","[326,1]","[318,0]",,,,"[332,5]","[332,10]","[332,11]"
"[326,0]","[326,1]","[318,0]",,,,"[333,5]","[333,10]","[333,11]"
"[326,0]","[326,1]","[334,0]",,,,,,
"[326,0]","[326,1]","[334,0]",,,,"[335,5]",,
"[326,0]","[326,1]","[334,0]",,,,"[336,5]",,
"[326,0]","[326,1]","[337,0]",,,,,,"[337,11]"
"[326,0]","[326,1]","[338,0]",,,,,,
"[339,0]","[339,1]","[340,0]",,,,,,
"[343,0]","[343,1]","[340,0]",,,,"[344,5]","[344,10]","[344,11]"
"[343,0]","[343,1]","[340,0]",,,,"[345,5]","[345,10]","[345,11]"
"[343,0]","[343,1]","[340,0]",,,,"[346,5]","[346,10]","[346,11]"
"[343,0]","[343,1]","[340,0]",,,,"[347,5]","[347,10]","[347,11]"
"[343,0]","[343,1]","[340,0]",,,,"[348,5]","[348,10]","[348,11]"
"[343,0]","[343,1]","[340,0]",,,,"[349,5]","[349,10]","[349,11]"
"[350,0]","[350,1]","[340,0]",,,,"[351,5]","[351,10]","[351,11]"
"[350,0]","[350,1]","[340,0]",,,,"[352,5]","[352,10]","[352,11]"
"[350,0]","[350,1]","[340,0]",,,,"[353,5]","[353,10]","[353,11]"
"[350,0]","[350,1]","[340,0]",,,,"[354,5]","[354,10]","[354,11]"
"[350,0]","[350,1]","[340,0]",,,,"[355,5]","[355,10]","[355,11]"
"[356,0]","[356,1]","[340,0]",,,,"[357,5]","[357,10]","[357,11]"
"[356,0]","[356,1]","[340,0]",,,,"[358,5]","[358,10]","[358,11]"
"[356,0]","[356,1]","[340,0]",,,,"[359,5]","[359,10]","[359,11]"
"[356,0]","[356,1]","[340,0]",,,,"[360,5]","[360,10]","[360,11]"
"[356,0]","[356,1]","[340,0]",,,,"[361,5]","[361,10]","[361,11]"
"[356,0]","[356,1]","[340,0]",,,,"[362,5]","[362,10]","[362,11]"
"[356,0]","[356,1]","[340,0]",,,,"[363,5]","[363,10]","[363,11]"
"[356,0]","[356,1]","[364,0]",,,,,,
"[356,0]","[356,1]","[364,0]",,,,"[365,5]",,
"[356,0]","[356,1]","[364,0]",,,,"[366,5]",,
"[356,0]","[356,1]","[367,0]",,,,,,"[367,11]"
"[356,0]","[356,1]","[368,0]",,,,,,
"[369,0]","[369,1]","[370,0]",,,,,,
"[373,0]","[373,1]","[370,0]",,,,"[374,5]","[374,10]","[374,11]"
"[373,0]","[373,1]","[370,0]",,,,"[375,5]","[375,10]","[375,11]"
"[373,0]","[373,1]","[370,0]",,,,"[376,5]","[376,10]","[376,11]"
"[373,0]","[373,1]","[370,0]",,,,"[377,5]","[377,10]","[377,11]"
"[378,0]","[378,1]","[370,0]",,,,"[379,5]","[379,10]","[379,11]"
"[378,0]","[378,1]","[370,0]",,,,"[380,5]","[380,10]","[380,11]"
"[378,0]","[378,1]","[370,0]",,,,"[381,5]","[381,10]","[381,11]"
"[378,0]","[378,1]","[370,0]",,,,"[382,5]","[382,10]","[382,11]"
"[378,0]","[378,1]","[370,0]",,,,"[383,5]","[383,10]","[383,11]"
"[384,0]","[384,1]","[370,0]",,,,"[385,5]","[385,10]","[385,11]"
"[384,0]","[384,1]","[370,0]",,,,"[386,5]","[386,10]","[386,11]"
"[384,0]","[384,1]","[370,0]",,,,"[387,5]","[387,10]","[387,11]"
"[384,0]","[384,1]","[370,0]",,,,"[388,5]","[388,10]","[388,11]"
"[384,0]","[384,1]","[370,0]",,,,"[389,5]","[389,10]","[389,11]"
"[384,0]","[384,1]","[390,0]",,,,,,
"[384,0]","[384,1]","[390,0]",,,,"[391,5]",,
"[384,0]","[384,1]","[390,0]",,,,"[392,5]",,
"[384,0]","[384,1]","[393,0]",,,,,,"[393,11]"
"[384,0]","[384,1]","[394,0]",,,,,,
"[395,0]","[395,1]","[396,0]",,,,,,
"[399,0]","[399,1]","[396,0]",,,,"[400,5]","[400,10]","[400,11]"
"[399,0]","[399,1]","[396,0]",,,,"[401,5]","[401,10]","[401,11]"
"[399,0]","[399,1]","[396,0]",,,,"[402,5]","[402,10]","[402,11]"
"[399,0]","[399,1]","[396,0]",,,,"[403,5]","[403,10]","[403,11]"
"[404,0]","[404,1]","[396,0]",,,,"[405,5]","[405,10]","[405,11]"
"[404,0]","[404,1]","[396,0]",,,,"[406,5]","[406,10]","[406,11]"
"[404,0]","[404,1]","[396,0]",,,,"[407,5]","[407,10]","[407,11]"
"[404,0]","[404,1]","[396,0]",,,,"[408,5]","[408,10]","[408,11]"
"[404,0]","[404,1]","[396,0]",,,,"[409,5]","[409,10]","[409,11]"
"[404,0]","[404,1]","[396,0]",,,,"[410,5]","[410,10]","[410,11]"
"[411,0]","[411,1]","[396,0]",,,,"[412,5]","[412,10]","[412,11]"
"[411,0]","[411,1]","[396,0]",,,,"[413,5]","[413,10]","[413,11]"
"[411,0]","[411,1]","[396,0]",,,,"[414,5]","[414,10]","[414,11]"
"[411,0]","[411,1]","[396,0]",,,,"[415,5]","[415,10]","[415,11]"
"[411,0]","[411,1]","[396,0]",,,,"[416,5]","[416,10]","[416,11]"
"[411,0]","[411,1]","[396,0]",,,,"[417,5]","[417,10]","[417,11]"
"[411,0]","[411,1]","[418,0]",,,,,,
"[411,0]","[411,1]","[418,0]",,,,"[419,5]",,
"[411,0]","[411,1]","[418,0]",,,,"[420,5]",,
"[411,0]","[411,1]","[421,0]",,,,,,"[421,11]"
"[411,0]","[411,1]","[422,0]",,,,,,
"[423,0]","[423,1]","[424,0]",,,,,,
"[427,0]","[427,1]","[424,0]",,,,"[428,5]","[428,10]","[428,11]"
"[427,0]","[427,1]","[424,0]",,,,"[429,5]","[429,10]","[429,11]"
"[427,0]","[427,1]","[424,0]",,,,"[430,5]","[430,10]","[430,11]"
"[427,0]","[427,1]","[424,0]",,,,"[431,5]","[431,10]","[431,11]"
"[427,0]","[427,1]","[424,0]",,,,"[432,5]","[432,10]","[432,11]"
"[433,0]","[433,1]","[424,0]",,,,"[434,5]","[434,10]","[434,11]"
"[433,0]","[433,1]","[424,0]",,,,"[435,5]","[435,10]","[435,11]"
"[433,0]","[433,1]","[424,0]",,,,"[436,5]","[436,10]","[436,11]"
"[433,0]","[433,1]","[424,0]",,,,"[437,5]","[437,10]","[437,11]"
"[433,0]","[433,1]","[424,0]",,,,"[438,5]","[438,10]","[438,11]"
"[433,0]","[433,1]","[424,0]",,,,"[439,5]","[439,10]","[439,11]"
"[440,0]","[440,1]","[424,0]",,,,"[441,5]","[441,10]","[441,11]"
"[440,0]","[440,1]","[424,0]",,,,"[442,5]","[442,10]","[442,11]"
"[440,0]","[440,1]","[424,0]",,,,"[443,5]","[443,10]","[443,11]"
"[440,0]","[440,1]","[424,0]",,,,"[444,5]","[444,10]","[444,11]"
"[440,0]","[440,1]","[424,0]",,,,"[445,5]","[445,10]","[445,11]"
"[440,0]","[440,1]","[424,0]",,,,"[446,5]","[446,10]","[446,11]"
"[440,0]","[440,1]","[447,0]",,,,,,
"[440,0]","[440,1]","[447,0]",,,,"[448,5]",,
"[440,0]","[440,1]","[447,0]",,,,"[449,5]",,
"[440,0]","[440,1]","[450,0]",,,,,,"[450,11]"
"[440,0]","[440,1]","[451,0]",,,,,,
"[452,0]","[452,1]","[453,0]",,,,,,
"[456,0]","[456,1]","[453,0]",,,,"[457,5]","[457,10]","[457,11]"
"[456,0]","[456,1]","[453,0]",,,,"[458,5]","[458,10]","[458,11]"
"[456,0]","[456,1]","[453,0]",,,,"[459,5]","[459,10]","[459,11]"
"[456,0]","[456,1]","[453,0]",,,,"[460,5]","[460,10]","[460,11]"
"[461,0]","[461,1]","[453,0]",,,,"[462,5]","[462,10]","[462,11]"
"[461,0]","[461,1]","[453,0]",,,,"[463,5]","[463,10]","[463,11]"
"[461,0]","[461,1]","[453,0]",,,,"[464,5]","[464,10]","[464,11]"
"[461,0]","[461,1]","[453,0]",,,,"[465,5]","[465,10]","[465,11]"
"[461,0]","[461,1]","[453,0]",,,,"[466,5]","[466,10]","[466,11]"
"[461,0]","[461,1]","[453,0]",,,,"[467,5]","[467,10]","[467,11]"
