EmployeeID,Employee Name,Period End Date,Pay Frequency,Location,Number of,Description,Hours,Amount
"[85,0]","[85,1]","[104,0]","[104,1]","[104,3]","[104,4]",,,
"[85,0]","[85,1]","[104,0]","[104,1]","[104,3]","[104,4]","[105,5]","[105,10]","[105,11]"
"[85,0]","[85,1]","[104,0]","[104,1]","[104,3]","[104,4]","[106,5]","[106,10]","[106,11]"
"[85,0]","[85,1]","[104,0]","[104,1]","[104,3]","[104,4]","[107,5]","[107,10]","[107,11]"
"[85,0]","[85,1]","[104,0]","[104,1]","[104,3]","[104,4]","[108,5]","[108,10]","[108,11]"
"[85,0]","[85,1]","[104,0]","[104,1]","[104,3]","[104,4]","[109,5]","[109,10]","[109,11]"
"[85,0]","[85,1]","[104,0]","[104,1]","[104,3]","[104,4]","[110,5]","[110,10]","[110,11]"
"[85,0]","[85,1]","[104,0]","[104,1]","[104,3]","[104,4]","[112,5]",,
"[85,0]","[85,1]","[104,0]","[104,1]","[104,3]","[104,4]","[113,5]",,
"[116,0]","[116,1]","[119,0]","[119,1]","[119,3]",,"[119,5]","[119,10]","[119,11]"
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]",,,
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]","[121,5]","[121,10]","[121,11]"
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]","[122,5]","[122,10]","[122,11]"
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]","[123,5]","[123,10]","[123,11]"
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]","[124,5]","[124,10]","[124,11]"
"[116,0]","[116,1]","[125,0]","[125,1]","[125,3]","[125,4]",,,
"[116,0]","[116,1]","[125,0]","[125,1]","[125,3]","[125,4]","[126,5]","[126,10]","[126,11]"
"[116,0]","[116,1]","[125,0]","[125,1]","[125,3]","[125,4]","[127,5]","[127,10]","[127,11]"
"[116,0]","[116,1]","[125,0]","[125,1]","[125,3]","[125,4]","[128,5]","[128,10]","[128,11]"
"[116,0]","[116,1]","[125,0]","[125,1]","[125,3]","[125,4]","[129,5]","[129,10]","[129,11]"
"[116,0]","[116,1]","[125,0]","[125,1]","[125,3]","[125,4]","[130,5]","[130,10]","[130,11]"
"[116,0]","[116,1]","[131,0]","[131,1]","[131,3]","[131,4]",,,
"[116,0]","[116,1]","[131,0]","[131,1]","[131,3]","[131,4]","[132,5]","[132,10]","[132,11]"
"[116,0]","[116,1]","[131,0]","[131,1]","[131,3]","[131,4]","[133,5]","[133,10]","[133,11]"
"[116,0]","[116,1]","[131,0]","[131,1]","[131,3]","[131,4]","[134,5]","[134,10]","[134,11]"
"[116,0]","[116,1]","[131,0]","[131,1]","[131,3]","[131,4]","[135,5]","[135,10]","[135,11]"
"[116,0]","[116,1]","[131,0]","[131,1]","[131,3]","[131,4]","[136,5]","[136,10]","[136,11]"
"[116,0]","[116,1]","[137,0]","[137,1]","[137,3]","[137,4]",,,
"[116,0]","[116,1]","[137,0]","[137,1]","[137,3]","[137,4]","[138,5]","[138,10]","[138,11]"
"[116,0]","[116,1]","[137,0]","[137,1]","[137,3]","[137,4]","[139,5]","[139,10]","[139,11]"
"[116,0]","[116,1]","[137,0]","[137,1]","[137,3]","[137,4]","[140,5]","[140,10]","[140,11]"
"[116,0]","[116,1]","[137,0]","[137,1]","[137,3]","[137,4]","[142,5]",,
"[116,0]","[116,1]","[137,0]","[137,1]","[137,3]","[137,4]","[143,5]",,
"[146,0]","[146,1]","[149,0]","[149,1]","[149,3]",,"[149,5]","[149,10]","[149,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]",,,
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[151,5]","[151,10]","[151,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[152,5]","[152,10]","[152,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[153,5]","[153,10]","[153,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[154,5]","[154,10]","[154,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[155,5]","[155,10]","[155,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[156,5]","[156,10]","[156,11]"
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]",,,
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]","[158,5]","[158,10]","[158,11]"
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]","[159,5]","[159,10]","[159,11]"
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]","[160,5]","[160,10]","[160,11]"
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]","[161,5]","[161,10]","[161,11]"
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]","[162,5]","[162,10]","[162,11]"
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]","[163,5]","[163,10]","[163,11]"
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]","[164,5]","[164,10]","[164,11]"
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]","[166,5]",,
"[146,0]","[146,1]","[157,0]","[157,1]","[157,3]","[157,4]","[167,5]",,
"[170,0]","[170,1]","[173,0]","[173,1]","[173,3]",,"[173,5]","[173,10]","[173,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]",,,
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[175,5]","[175,10]","[175,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[176,5]","[176,10]","[176,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[177,5]","[177,10]","[177,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[178,5]","[178,10]","[178,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[179,5]","[179,10]","[179,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[180,5]","[180,10]","[180,11]"
"[170,0]","[170,1]","[181,0]","[181,1]","[181,3]","[181,4]",,,
"[170,0]","[170,1]","[181,0]","[181,1]","[181,3]","[181,4]","[182,5]","[182,10]","[182,11]"
"[170,0]","[170,1]","[181,0]","[181,1]","[181,3]","[181,4]","[183,5]","[183,10]","[183,11]"
"[170,0]","[170,1]","[181,0]","[181,1]","[181,3]","[181,4]","[184,5]","[184,10]","[184,11]"
"[170,0]","[170,1]","[181,0]","[181,1]","[181,3]","[181,4]","[185,5]","[185,10]","[185,11]"
"[170,0]","[170,1]","[181,0]","[181,1]","[181,3]","[181,4]","[186,5]","[186,10]","[186,11]"
"[170,0]","[170,1]","[187,0]","[187,1]","[187,3]","[187,4]",,,
"[170,0]","[170,1]","[187,0]","[187,1]","[187,3]","[187,4]","[188,5]","[188,10]","[188,11]"
"[170,0]","[170,1]","[187,0]","[187,1]","[187,3]","[187,4]","[189,5]","[189,10]","[189,11]"
"[170,0]","[170,1]","[187,0]","[187,1]","[187,3]","[187,4]","[190,5]","[190,10]","[190,11]"
"[170,0]","[170,1]","[187,0]","[187,1]","[187,3]","[187,4]","[191,5]","[191,10]","[191,11]"
"[170,0]","[170,1]","[187,0]","[187,1]","[187,3]","[187,4]","[192,5]","[192,10]","[192,11]"
"[170,0]","[170,1]","[187,0]","[187,1]","[187,3]","[187,4]","[194,5]",,
"[170,0]","[170,1]","[187,0]","[187,1]","[187,3]","[187,4]","[195,5]",,
"[198,0]","[198,1]","[201,0]","[201,1]","[201,3]",,"[201,5]","[201,10]","[201,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]",,,
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[203,5]","[203,10]","[203,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[204,5]","[204,10]","[204,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[205,5]","[205,10]","[205,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[206,5]","[206,10]","[206,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[207,5]","[207,10]","[207,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[208,5]","[208,10]","[208,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[209,5]","[209,10]","[209,11]"
"[198,0]","[198,1]","[210,0]","[210,1]","[210,3]","[210,4]",,,
"[198,0]","[198,1]","[210,0]","[210,1]","[210,3]","[210,4]","[211,5]","[211,10]","[211,11]"
"[198,0]","[198,1]","[210,0]","[210,1]","[210,3]","[210,4]","[212,5]","[212,10]","[212,11]"
"[198,0]","[198,1]","[210,0]","[210,1]","[210,3]","[210,4]","[213,5]","[213,10]","[213,11]"
"[198,0]","[198,1]","[210,0]","[210,1]","[210,3]","[210,4]","[214,5]","[214,10]","[214,11]"
"[198,0]","[198,1]","[210,0]","[210,1]","[210,3]","[210,4]","[215,5]","[215,10]","[215,11]"
"[198,0]","[198,1]","[210,0]","[210,1]","[210,3]","[210,4]","[216,5]","[216,10]","[216,11]"
"[198,0]","[198,1]","[210,0]","[210,1]","[210,3]","[210,4]","[217,5]","[217,10]","[217,11]"
"[198,0]","[198,1]","[218,0]","[218,1]","[218,3]","[218,4]",,,
"[198,0]","[198,1]","[218,0]","[218,1]","[218,3]","[218,4]","[219,5]","[219,10]","[219,11]"
"[198,0]","[198,1]","[218,0]","[218,1]","[218,3]","[218,4]","[220,5]","[220,10]","[220,11]"
"[198,0]","[198,1]","[218,0]","[218,1]","[218,3]","[218,4]","[221,5]","[221,10]","[221,11]"
"[198,0]","[198,1]","[218,0]","[218,1]","[218,3]","[218,4]","[222,5]","[222,10]","[222,11]"
"[198,0]","[198,1]","[218,0]","[218,1]","[218,3]","[218,4]","[223,5]","[223,10]","[223,11]"
"[198,0]","[198,1]","[218,0]","[218,1]","[218,3]","[218,4]","[225,5]",,
"[198,0]","[198,1]","[218,0]","[218,1]","[218,3]","[218,4]","[226,5]",,
"[229,0]","[229,1]","[232,0]","[232,1]","[232,3]",,"[232,5]","[232,10]","[232,11]"
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]",,,
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]","[234,5]","[234,10]","[234,11]"
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]","[235,5]","[235,10]","[235,11]"
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]","[236,5]","[236,10]","[236,11]"
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]","[237,5]","[237,10]","[237,11]"
"[229,0]","[229,1]","[238,0]","[238,1]","[238,3]","[238,4]",,,
"[229,0]","[229,1]","[238,0]","[238,1]","[238,3]","[238,4]","[239,5]","[239,10]","[239,11]"
"[229,0]","[229,1]","[238,0]","[238,1]","[238,3]","[238,4]","[240,5]","[240,10]","[240,11]"
"[229,0]","[229,1]","[238,0]","[238,1]","[238,3]","[238,4]","[241,5]","[241,10]","[241,11]"
"[229,0]","[229,1]","[238,0]","[238,1]","[238,3]","[238,4]","[242,5]","[242,10]","[242,11]"
"[229,0]","[229,1]","[243,0]","[243,1]","[243,3]","[243,4]",,,
"[229,0]","[229,1]","[243,0]","[243,1]","[243,3]","[243,4]","[244,5]","[244,10]","[244,11]"
"[229,0]","[229,1]","[243,0]","[243,1]","[243,3]","[243,4]","[245,5]","[245,10]","[245,11]"
"[229,0]","[229,1]","[243,0]","[243,1]","[243,3]","[243,4]","[246,5]","[246,10]","[246,11]"
"[229,0]","[229,1]","[243,0]","[243,1]","[243,3]","[243,4]","[247,5]","[247,10]","[247,11]"
"[229,0]","[229,1]","[248,0]","[248,1]","[248,3]","[248,4]",,,
"[229,0]","[229,1]","[248,0]","[248,1]","[248,3]","[248,4]","[249,5]","[249,10]","[249,11]"
"[229,0]","[229,1]","[248,0]","[248,1]","[248,3]","[248,4]","[250,5]","[250,10]","[250,11]"
"[229,0]","[229,1]","[248,0]","[248,1]","[248,3]","[248,4]","[251,5]","[251,10]","[251,11]"
"[229,0]","[229,1]","[248,0]","[248,1]","[248,3]","[248,4]","[252,5]","[252,10]","[252,11]"
"[229,0]","[229,1]","[248,0]","[248,1]","[248,3]","[248,4]","[254,5]",,
"[229,0]","[229,1]","[248,0]","[248,1]","[248,3]","[248,4]","[255,5]",,
"[258,0]","[258,1]","[261,0]","[261,1]","[261,3]",,"[261,5]","[261,10]","[261,11]"
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]",,,
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]","[263,5]","[263,10]","[263,11]"
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]","[264,5]","[264,10]","[264,11]"
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]","[265,5]","[265,10]","[265,11]"
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]","[266,5]","[266,10]","[266,11]"
"[258,0]","[258,1]","[267,0]","[267,1]","[267,3]","[267,4]",,,
"[258,0]","[258,1]","[267,0]","[267,1]","[267,3]","[267,4]","[268,5]","[268,10]","[268,11]"
"[258,0]","[258,1]","[267,0]","[267,1]","[267,3]","[267,4]","[269,5]","[269,10]","[269,11]"
"[258,0]","[258,1]","[267,0]","[267,1]","[267,3]","[267,4]","[270,5]","[270,10]","[270,11]"
"[258,0]","[258,1]","[267,0]","[267,1]","[267,3]","[267,4]","[271,5]","[271,10]","[271,11]"
"[258,0]","[258,1]","[272,0]","[272,1]","[272,3]","[272,4]",,,
"[258,0]","[258,1]","[272,0]","[272,1]","[272,3]","[272,4]","[273,5]","[273,10]","[273,11]"
"[258,0]","[258,1]","[272,0]","[272,1]","[272,3]","[272,4]","[274,5]","[274,10]","[274,11]"
"[258,0]","[258,1]","[272,0]","[272,1]","[272,3]","[272,4]","[275,5]","[275,10]","[275,11]"
"[258,0]","[258,1]","[272,0]","[272,1]","[272,3]","[272,4]","[276,5]","[276,10]","[276,11]"
"[258,0]","[258,1]","[272,0]","[272,1]","[272,3]","[272,4]","[277,5]","[277,10]","[277,11]"
"[258,0]","[258,1]","[278,0]","[278,1]","[278,3]","[278,4]",,,
"[258,0]","[258,1]","[278,0]","[278,1]","[278,3]","[278,4]","[279,5]","[279,10]","[279,11]"
"[258,0]","[258,1]","[278,0]","[278,1]","[278,3]","[278,4]","[280,5]","[280,10]","[280,11]"
"[258,0]","[258,1]","[278,0]","[278,1]","[278,3]","[278,4]","[281,5]","[281,10]","[281,11]"
"[258,0]","[258,1]","[278,0]","[278,1]","[278,3]","[278,4]","[282,5]","[282,10]","[282,11]"
"[258,0]","[258,1]","[278,0]","[278,1]","[278,3]","[278,4]","[283,5]","[283,10]","[283,11]"
"[258,0]","[258,1]","[278,0]","[278,1]","[278,3]","[278,4]","[284,5]","[284,10]","[284,11]"
"[258,0]","[258,1]","[278,0]","[278,1]","[278,3]","[278,4]","[286,5]",,
"[258,0]","[258,1]","[278,0]","[278,1]","[278,3]","[278,4]","[287,5]",,
"[290,0]","[290,1]","[293,0]","[293,1]","[293,3]",,"[293,5]","[293,10]","[293,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]",,,
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[295,5]","[295,10]","[295,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[296,5]","[296,10]","[296,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[297,5]","[297,10]","[297,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[298,5]","[298,10]","[298,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[299,5]","[299,10]","[299,11]"
"[290,0]","[290,1]","[300,0]","[300,1]","[300,3]","[300,4]",,,
"[290,0]","[290,1]","[300,0]","[300,1]","[300,3]","[300,4]","[301,5]","[301,10]","[301,11]"
"[290,0]","[290,1]","[300,0]","[300,1]","[300,3]","[300,4]","[302,5]","[302,10]","[302,11]"
"[290,0]","[290,1]","[300,0]","[300,1]","[300,3]","[300,4]","[303,5]","[303,10]","[303,11]"
"[290,0]","[290,1]","[300,0]","[300,1]","[300,3]","[300,4]","[304,5]","[304,10]","[304,11]"
"[290,0]","[290,1]","[300,0]","[300,1]","[300,3]","[300,4]","[305,5]","[305,10]","[305,11]"
"[290,0]","[290,1]","[306,0]","[306,1]","[306,3]","[306,4]",,,
"[290,0]","[290,1]","[306,0]","[306,1]","[306,3]","[306,4]","[307,5]","[307,10]","[307,11]"
"[290,0]","[290,1]","[306,0]","[306,1]","[306,3]","[306,4]","[308,5]","[308,10]","[308,11]"
"[290,0]","[290,1]","[306,0]","[306,1]","[306,3]","[306,4]","[309,5]","[309,10]","[309,11]"
"[290,0]","[290,1]","[306,0]","[306,1]","[306,3]","[306,4]","[310,5]","[310,10]","[310,11]"
"[290,0]","[290,1]","[306,0]","[306,1]","[306,3]","[306,4]","[311,5]","[311,10]","[311,11]"
"[290,0]","[290,1]","[306,0]","[306,1]","[306,3]","[306,4]","[313,5]",,
"[290,0]","[290,1]","[306,0]","[306,1]","[306,3]","[306,4]","[314,5]",,
"[317,0]","[317,1]","[320,0]","[320,1]","[320,3]",,"[320,5]","[320,10]","[320,11]"
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]",,,
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]","[322,5]","[322,10]","[322,11]"
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]","[323,5]","[323,10]","[323,11]"
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]","[324,5]","[324,10]","[324,11]"
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]","[325,5]","[325,10]","[325,11]"
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]",,,
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]","[327,5]","[327,10]","[327,11]"
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]","[328,5]","[328,10]","[328,11]"
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]","[329,5]","[329,10]","[329,11]"
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]","[330,5]","[330,10]","[330,11]"
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]","[331,5]","[331,10]","[331,11]"
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]","[332,5]","[332,10]","[332,11]"
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]","[333,5]","[333,10]","[333,11]"
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]","[335,5]",,
"[317,0]","[317,1]","[326,0]","[326,1]","[326,3]","[326,4]","[336,5]",,
"[339,0]","[339,1]","[342,0]","[342,1]","[342,3]",,"[342,5]","[342,10]","[342,11]"
