EmployeeID,Employee Name,Period End Date,Pay Frequency,Location,Number of,Description,Hours,Amount
"[85,0]","[85,1]","[74,0]","[89,1]","[89,3]","[89,4]",,,
"[85,0]","[85,1]","[104,0]","[96,1]","[96,3]","[96,4]","[97,5]","[105,10]","[105,11]"
"[85,0]","[85,1]","[74,0]","[89,1]","[89,3]","[89,4]","[106,5]","[91,10]","[106,11]"
"[85,0]","[85,1]","[104,0]","[89,1]","[89,3]","[89,4]","[92,5]","[92,10]","[107,11]"
"[85,0]","[85,1]","[104,0]","[96,1]","[96,3]","[96,4]","[93,5]","[93,10]","[108,11]"
"[85,0]","[85,1]","[104,0]","[96,1]","[96,3]","[96,4]","[94,5]","[93,10]","[109,11]"
"[85,0]","[85,1]","[104,0]","[96,1]","[96,3]","[96,4]","[95,5]","[93,10]","[110,11]"
"[85,0]","[85,1]","[74,0]","[89,1]","[89,3]","[89,4]","[83,0]",,
"[85,0]","[85,1]","[74,0]","[89,1]","[89,3]","[89,4]","[82,5]",,
"[116,0]","[116,1]","[119,0]","[119,1]","[119,3]",,"[119,5]","[119,10]","[119,11]"
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]",,,
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]","[121,5]","[121,10]","[121,11]"
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]","[122,5]","[122,10]","[121,11]"
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]","[123,5]","[122,10]","[123,11]"
"[116,0]","[116,1]","[120,0]","[120,1]","[120,3]","[120,4]","[124,5]","[122,10]","[124,11]"
"[116,0]","[116,1]","[125,0]","[120,1]","[120,3]","[120,4]",,,
"[116,0]","[116,1]","[125,0]","[120,1]","[120,3]","[120,4]","[121,5]","[126,10]","[126,11]"
"[116,0]","[116,1]","[125,0]","[120,1]","[120,3]","[120,4]","[122,5]","[122,10]","[126,11]"
"[116,0]","[116,1]","[125,0]","[120,1]","[120,3]","[120,4]","[123,5]","[122,10]","[122,10]"
"[116,0]","[116,1]","[125,0]","[120,1]","[120,3]","[120,4]","[124,5]","[122,10]","[126,11]"
"[116,0]","[116,1]","[125,0]","[120,1]","[120,3]","[120,4]","[110,5]","[122,10]","[130,11]"
"[116,0]","[116,1]","[131,0]","[120,1]","[120,3]","[120,4]",,,
"[116,0]","[116,1]","[131,0]","[120,1]","[120,3]","[120,4]","[121,5]","[132,10]","[132,11]"
"[116,0]","[116,1]","[131,0]","[120,1]","[120,3]","[120,4]","[122,5]","[122,10]","[132,11]"
"[116,0]","[116,1]","[131,0]","[120,1]","[120,3]","[120,4]","[123,5]","[122,10]","[122,10]"
"[116,0]","[116,1]","[131,0]","[120,1]","[120,3]","[120,4]","[124,5]","[122,10]","[132,11]"
"[116,0]","[116,1]","[131,0]","[125,1]","[125,3]","[125,4]","[130,5]","[124,10]","[136,11]"
"[116,0]","[116,1]","[137,0]","[125,1]","[125,3]","[125,4]",,,
"[116,0]","[116,1]","[137,0]","[125,1]","[125,3]","[125,4]","[122,5]","[123,10]","[123,10]"
"[116,0]","[116,1]","[137,0]","[125,1]","[125,3]","[125,4]","[123,5]","[123,10]","[123,10]"
"[116,0]","[116,1]","[137,0]","[125,1]","[125,3]","[125,4]","[124,5]","[123,10]","[123,10]"
"[116,0]","[116,1]","[137,0]","[125,1]","[125,3]","[125,4]","[114,0]",,
"[116,0]","[116,1]","[137,0]","[125,1]","[125,3]","[125,4]","[113,5]",,
"[146,0]","[146,1]","[149,0]","[149,1]","[149,3]",,"[149,5]","[149,10]","[149,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]",,,
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[151,5]","[151,10]","[151,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[152,5]","[152,10]","[152,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[153,5]","[153,10]","[153,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[154,5]","[153,10]","[154,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[155,5]","[153,10]","[155,11]"
"[146,0]","[146,1]","[150,0]","[150,1]","[150,3]","[150,4]","[156,5]","[153,10]","[156,11]"
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]",,,
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]","[151,5]","[158,10]","[158,11]"
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]","[159,5]","[159,10]","[159,11]"
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]","[160,5]","[153,10]","[160,11]"
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]","[153,5]","[153,10]","[161,11]"
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]","[154,5]","[153,10]","[162,11]"
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]","[155,5]","[153,10]","[163,11]"
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]","[156,5]","[153,10]","[164,11]"
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]","[144,0]",,
"[146,0]","[146,1]","[157,0]","[150,1]","[150,3]","[150,4]","[143,5]",,
"[170,0]","[170,1]","[173,0]","[173,1]","[173,3]",,"[173,5]","[173,10]","[173,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]",,,
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[175,5]","[175,10]","[175,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[176,5]","[176,10]","[176,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[177,5]","[177,10]","[177,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[178,5]","[177,10]","[178,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[179,5]","[177,10]","[179,11]"
"[170,0]","[170,1]","[174,0]","[174,1]","[174,3]","[174,4]","[180,5]","[177,10]","[180,11]"
"[170,0]","[170,1]","[181,0]","[174,1]","[174,3]","[181,4]",,,
"[170,0]","[170,1]","[181,0]","[174,1]","[174,3]","[181,4]","[175,5]","[182,10]","[182,11]"
"[170,0]","[170,1]","[181,0]","[174,1]","[174,3]","[181,4]","[177,5]","[177,10]","[182,11]"
"[170,0]","[170,1]","[181,0]","[174,1]","[174,3]","[181,4]","[178,5]","[177,10]","[184,11]"
"[170,0]","[170,1]","[181,0]","[174,1]","[174,3]","[181,4]","[179,5]","[177,10]","[185,11]"
"[170,0]","[170,1]","[181,0]","[174,1]","[174,3]","[181,4]","[180,5]","[177,10]","[186,11]"
"[170,0]","[170,1]","[187,0]","[174,1]","[174,3]","[181,4]",,,
"[170,0]","[170,1]","[187,0]","[181,1]","[181,3]","[181,4]","[182,5]","[188,10]","[188,11]"
"[170,0]","[170,1]","[187,0]","[174,1]","[174,3]","[181,4]","[177,5]","[177,10]","[188,11]"
"[170,0]","[170,1]","[187,0]","[181,1]","[181,3]","[181,4]","[178,5]","[179,10]","[190,11]"
"[170,0]","[170,1]","[187,0]","[181,1]","[181,3]","[181,4]","[179,5]","[179,10]","[191,11]"
"[170,0]","[170,1]","[187,0]","[181,1]","[181,3]","[181,4]","[180,5]","[180,10]","[192,11]"
"[170,0]","[170,1]","[187,0]","[174,1]","[174,3]","[181,4]","[168,0]",,
"[170,0]","[170,1]","[187,0]","[174,1]","[174,3]","[181,4]","[167,5]",,
"[198,0]","[198,1]","[201,0]","[201,1]","[201,3]",,"[201,5]","[201,10]","[201,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]",,,
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[203,5]","[203,10]","[203,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[204,5]","[204,10]","[204,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[205,5]","[205,10]","[205,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[206,5]","[205,10]","[206,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[207,5]","[205,10]","[207,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[208,5]","[205,10]","[208,11]"
"[198,0]","[198,1]","[202,0]","[202,1]","[202,3]","[202,4]","[209,5]","[205,10]","[209,11]"
"[198,0]","[198,1]","[210,0]","[202,1]","[202,3]","[202,4]",,,
"[198,0]","[198,1]","[210,0]","[202,1]","[202,3]","[202,4]","[203,5]","[211,10]","[211,11]"
"[198,0]","[198,1]","[210,0]","[202,1]","[202,3]","[202,4]","[204,5]","[204,10]","[212,11]"
"[198,0]","[198,1]","[210,0]","[202,1]","[202,3]","[202,4]","[205,5]","[205,10]","[213,11]"
"[198,0]","[198,1]","[210,0]","[202,1]","[202,3]","[202,4]","[206,5]","[205,10]","[214,11]"
"[198,0]","[198,1]","[210,0]","[202,1]","[202,3]","[202,4]","[207,5]","[205,10]","[215,11]"
"[198,0]","[198,1]","[210,0]","[202,1]","[202,3]","[202,4]","[208,5]","[205,10]","[216,11]"
"[198,0]","[198,1]","[210,0]","[202,1]","[202,3]","[202,4]","[209,5]","[205,10]","[217,11]"
"[198,0]","[198,1]","[218,0]","[202,1]","[202,3]","[202,4]",,,
"[198,0]","[198,1]","[218,0]","[202,1]","[202,3]","[202,4]","[203,5]","[219,10]","[219,11]"
"[198,0]","[198,1]","[218,0]","[202,1]","[202,3]","[202,4]","[206,5]","[192,10]","[219,11]"
"[198,0]","[198,1]","[218,0]","[202,1]","[202,3]","[202,4]","[207,5]","[206,10]","[221,11]"
"[198,0]","[198,1]","[218,0]","[202,1]","[202,3]","[202,4]","[208,5]","[206,10]","[222,11]"
"[198,0]","[198,1]","[218,0]","[210,1]","[210,3]","[210,4]","[209,5]","[206,10]","[223,11]"
"[198,0]","[198,1]","[218,0]","[202,1]","[202,3]","[202,4]","[196,0]",,
"[198,0]","[198,1]","[218,0]","[202,1]","[202,3]","[202,4]","[195,5]",,
"[229,0]","[229,1]","[232,0]","[232,1]","[232,3]",,"[232,5]","[232,10]","[232,11]"
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]",,,
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]","[234,5]","[234,10]","[234,11]"
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]","[235,5]","[235,10]","[234,11]"
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]","[236,5]","[235,10]","[235,10]"
"[229,0]","[229,1]","[233,0]","[233,1]","[233,3]","[233,4]","[237,5]","[235,10]","[234,11]"
"[229,0]","[229,1]","[238,0]","[233,1]","[233,3]","[233,4]",,,
"[229,0]","[229,1]","[238,0]","[233,1]","[233,3]","[233,4]","[234,5]","[234,10]","[234,11]"
"[229,0]","[229,1]","[238,0]","[233,1]","[233,3]","[233,4]","[235,5]","[235,10]","[234,11]"
"[229,0]","[229,1]","[238,0]","[233,1]","[233,3]","[233,4]","[236,5]","[235,10]","[235,10]"
"[229,0]","[229,1]","[238,0]","[233,1]","[233,3]","[233,4]","[237,5]","[235,10]","[234,11]"
"[229,0]","[229,1]","[243,0]","[233,1]","[233,3]","[243,4]",,,
"[229,0]","[229,1]","[243,0]","[233,1]","[233,3]","[243,4]","[234,5]","[244,10]","[244,11]"
"[229,0]","[229,1]","[243,0]","[233,1]","[233,3]","[243,4]","[235,5]","[235,10]","[244,11]"
"[229,0]","[229,1]","[243,0]","[233,1]","[233,3]","[243,4]","[236,5]","[235,10]","[235,10]"
"[229,0]","[229,1]","[243,0]","[233,1]","[233,3]","[243,4]","[237,5]","[235,10]","[244,11]"
"[229,0]","[229,1]","[248,0]","[233,1]","[233,3]","[243,4]",,,
"[229,0]","[229,1]","[248,0]","[233,1]","[233,3]","[243,4]","[234,5]","[249,10]","[249,11]"
"[229,0]","[229,1]","[248,0]","[233,1]","[233,3]","[243,4]","[235,5]","[235,10]","[249,11]"
"[229,0]","[229,1]","[248,0]","[233,1]","[233,3]","[243,4]","[236,5]","[235,10]","[235,10]"
"[229,0]","[229,1]","[248,0]","[233,1]","[233,3]","[243,4]","[237,5]","[235,10]","[249,11]"
"[229,0]","[229,1]","[248,0]","[233,1]","[233,3]","[243,4]","[227,0]",,
"[229,0]","[229,1]","[248,0]","[233,1]","[233,3]","[243,4]","[226,5]",,
"[258,0]","[258,1]","[261,0]","[261,1]","[261,3]",,"[261,5]","[261,10]","[261,11]"
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]",,,
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]","[263,5]","[263,10]","[263,11]"
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]","[264,5]","[264,10]","[263,11]"
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]","[265,5]","[264,10]","[264,10]"
"[258,0]","[258,1]","[262,0]","[262,1]","[262,3]","[262,4]","[266,5]","[264,10]","[263,11]"
"[258,0]","[258,1]","[267,0]","[262,1]","[262,3]","[262,4]",,,
"[258,0]","[258,1]","[267,0]","[262,1]","[262,3]","[262,4]","[263,5]","[263,10]","[263,11]"
"[258,0]","[258,1]","[267,0]","[262,1]","[262,3]","[262,4]","[264,5]","[252,10]","[263,11]"
"[258,0]","[258,1]","[267,0]","[262,1]","[262,3]","[262,4]","[251,5]","[252,10]","[252,10]"
"[258,0]","[258,1]","[267,0]","[262,1]","[262,3]","[262,4]","[252,5]","[252,10]","[263,11]"
"[258,0]","[258,1]","[272,0]","[262,1]","[262,3]","[262,4]",,,
"[258,0]","[258,1]","[272,0]","[262,1]","[262,3]","[262,4]","[263,5]","[273,10]","[273,11]"
"[258,0]","[258,1]","[272,0]","[262,1]","[262,3]","[262,4]","[264,5]","[252,10]","[273,11]"
"[258,0]","[258,1]","[272,0]","[262,1]","[262,3]","[262,4]","[265,5]","[264,10]","[275,11]"
"[258,0]","[258,1]","[272,0]","[262,1]","[262,3]","[262,4]","[266,5]","[264,10]","[276,11]"
"[258,0]","[258,1]","[272,0]","[262,1]","[262,3]","[262,4]","[277,5]","[252,10]","[277,11]"
"[258,0]","[258,1]","[278,0]","[262,1]","[262,3]","[262,4]",,,
"[258,0]","[258,1]","[278,0]","[262,1]","[262,3]","[262,4]","[263,5]","[279,10]","[279,11]"
"[258,0]","[258,1]","[278,0]","[262,1]","[262,3]","[262,4]","[280,5]","[244,10]","[280,11]"
"[258,0]","[258,1]","[278,0]","[267,1]","[267,3]","[267,4]","[264,5]","[266,10]","[281,11]"
"[258,0]","[258,1]","[278,0]","[267,1]","[267,3]","[267,4]","[265,5]","[266,10]","[282,11]"
"[258,0]","[258,1]","[278,0]","[267,1]","[267,3]","[267,4]","[266,5]","[266,10]","[283,11]"
"[258,0]","[258,1]","[278,0]","[267,1]","[267,3]","[267,4]","[277,5]","[266,10]","[284,11]"
"[258,0]","[258,1]","[278,0]","[262,1]","[262,3]","[262,4]","[256,0]",,
"[258,0]","[258,1]","[278,0]","[262,1]","[262,3]","[262,4]","[255,5]",,
"[290,0]","[290,1]","[293,0]","[293,1]","[293,3]",,"[293,5]","[293,10]","[293,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]",,,
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[295,5]","[295,10]","[295,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[296,5]","[296,10]","[295,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[297,5]","[296,10]","[297,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[298,5]","[296,10]","[298,11]"
"[290,0]","[290,1]","[294,0]","[294,1]","[294,3]","[294,4]","[299,5]","[296,10]","[299,11]"
"[290,0]","[290,1]","[300,0]","[294,1]","[294,3]","[294,4]",,,
"[290,0]","[290,1]","[300,0]","[294,1]","[294,3]","[294,4]","[295,5]","[301,10]","[301,11]"
"[290,0]","[290,1]","[300,0]","[294,1]","[294,3]","[294,4]","[296,5]","[296,10]","[301,11]"
"[290,0]","[290,1]","[300,0]","[294,1]","[294,3]","[294,4]","[297,5]","[296,10]","[303,11]"
"[290,0]","[290,1]","[300,0]","[294,1]","[294,3]","[294,4]","[298,5]","[296,10]","[304,11]"
"[290,0]","[290,1]","[300,0]","[294,1]","[294,3]","[294,4]","[299,5]","[296,10]","[305,11]"
"[290,0]","[290,1]","[306,0]","[294,1]","[294,3]","[294,4]",,,
"[290,0]","[290,1]","[306,0]","[294,1]","[294,3]","[294,4]","[307,5]","[307,10]","[307,11]"
"[290,0]","[290,1]","[306,0]","[294,1]","[294,3]","[294,4]","[296,5]","[296,10]","[307,11]"
"[290,0]","[290,1]","[306,0]","[300,1]","[300,3]","[300,4]","[297,5]","[299,10]","[309,11]"
"[290,0]","[290,1]","[306,0]","[300,1]","[300,3]","[300,4]","[298,5]","[299,10]","[310,11]"
"[290,0]","[290,1]","[306,0]","[300,1]","[300,3]","[300,4]","[299,5]","[299,10]","[311,11]"
"[290,0]","[290,1]","[306,0]","[294,1]","[294,3]","[294,4]","[288,0]",,
"[290,0]","[290,1]","[306,0]","[294,1]","[294,3]","[294,4]","[287,5]",,
"[317,0]","[317,1]","[320,0]","[320,1]","[320,3]",,"[320,5]","[320,10]","[320,11]"
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]",,,
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]","[322,5]","[322,10]","[322,11]"
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]","[323,5]","[311,10]","[322,11]"
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]","[324,5]","[323,10]","[324,11]"
"[317,0]","[317,1]","[321,0]","[321,1]","[321,3]","[321,4]","[325,5]","[323,10]","[325,11]"
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]",,,
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]","[322,5]","[327,10]","[327,11]"
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]","[328,5]","[328,10]","[328,11]"
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]","[323,5]","[323,10]","[329,11]"
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]","[324,5]","[323,10]","[330,11]"
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]","[331,5]","[323,10]","[331,11]"
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]","[325,5]","[323,10]","[332,11]"
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]","[333,5]","[323,10]","[333,11]"
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]","[315,0]",,
"[317,0]","[317,1]","[326,0]","[321,1]","[321,3]","[321,4]","[314,5]",,
"[339,0]","[339,1]","[342,0]","[342,1]","[342,3]",,"[342,5]","[342,10]","[342,11]"
